"","Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Revenue","Month_Aug","Month_Dec","Month_Feb","Month_Jul","Month_June","Month_Mar","Month_May","Month_Nov","Month_Oct","Month_Sep","OperatingSystems_1","OperatingSystems_2","OperatingSystems_3","OperatingSystems_4","OperatingSystems_5","OperatingSystems_6","OperatingSystems_7","OperatingSystems_8","Browser_1","Browser_2","Browser_3","Browser_4","Browser_5","Browser_6","Browser_7","Browser_8","Browser_9","Browser_10","Browser_11","Browser_12","Browser_13","Region_1","Region_2","Region_3","Region_4","Region_5","Region_6","Region_7","Region_8","Region_9","TrafficType_1","TrafficType_2","TrafficType_3","TrafficType_4","TrafficType_5","TrafficType_6","TrafficType_7","TrafficType_8","TrafficType_9","TrafficType_10","TrafficType_11","TrafficType_12","TrafficType_13","TrafficType_14","TrafficType_15","TrafficType_16","TrafficType_17","TrafficType_18","TrafficType_19","TrafficType_20","VisitorType_New_Visitor","VisitorType_Other","VisitorType_Returning_Visitor","Weekend_FALSE","Weekend_TRUE"
"1310",9.13449800037779,247.529967134074,3.32163563650101,115.011633913848,333.233749831095,10099.7581625762,0.00577937280298066,0.00992660548114556,10.3977498682877,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.830408909125254,0,0.169591090874746,0,0,0,0,0,0.830408909125254,0.169591090874746,0,0,0,0,0,0,0,0,0,0,0,0.169591090874746,0,0.830408909125254,0,0,0,0,0,0,0,0.169591090874746,0.830408909125254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"13111",9.19981034589,249.299824956301,3.34538558032364,115.833975718706,334.320669315988,10013.7972320229,0.00582069575179915,0.0206684940039597,7.71215335710565,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.836346395080909,0.163653604919091,0,0,0,0,0,0,0.836346395080909,0.163653604919091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836346395080909,0.163653604919091,0,0,0,0,0,0,0.163653604919091,0.836346395080909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.163653604919091,0.836346395080909
"13121",2.44869117904454,52.5652373101562,0,0,6.65392646286637,69.8332166492883,0,0.0321399468272548,37.4064904747743,0,"TRUE",0,0,0,0,0,0,0,0.183769606985152,0,0.816230393014848,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.816230393014848,0,0,0.183769606985152,0,0,0,0,0,0,0.183769606985152,0.816230393014848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1313",3.08683692803606,129.450195978454,0.724557952024043,61.1345772020286,30.0766206409317,1130.54177221617,0.0013039079694409,0.052721158560135,0,0,"TRUE",0,0.818860511993989,0,0,0,0,0,0.181139488006011,0,0,0.818860511993989,0.181139488006011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181139488006011,0,0.818860511993989,0,0.181139488006011,0.818860511993989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1314",1.32886862498708,45.7685950623127,0,0,20.7916785003617,691.762324012816,0,0.0220463637125289,36.3874471783814,0,"TRUE",0,0.328868624987081,0,0,0,0,0.671131375012919,0,0,0,0.328868624987081,0.671131375012919,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.671131375012919,0,0,0,0,0,0,0,0.328868624987081,0,0.671131375012919,0.328868624987081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.671131375012919,0.328868624987081
"13151",4.52043595653959,122.496426591549,1.64379489328712,56.9163981800666,184.352489119163,5593.99608886941,0.00286006791218962,0.0187552762127875,6.49850486754106,0,"TRUE",0,0,0,0,0,0.589051276678219,0,0.410948723321781,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.589051276678219,0,0.410948723321781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1316",0,0,0,0,36.9172216262668,1603.97429325029,0.00509567610913648,0.0316693404122197,2.38823770023634,0,"TRUE",0,0,0,0,0,1,0,0,0,0,0.0827783737331629,0.917221626266837,0,0,0,0,0,0,0.0827783737331629,0,0,0.917221626266837,0,0,0,0,0,0,0,0,0,0.0827783737331629,0,0.917221626266837,0,0,0,0,0,0,0,0.917221626266837,0.0827783737331629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"13171",10.2529004197568,276.626378844958,3.62645020987839,125.565838517039,363.567293784115,10942.9979573911,0.00704813748937024,0.0112906274315631,9.75565738404086,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.906612552469596,0,0.0933874475304037,0,0,0,0,0,0.906612552469596,0.0933874475304037,0,0,0,0,0,0,0,0,0,0,0,0.0933874475304037,0,0.906612552469596,0,0,0,0,0,0,0,0.0933874475304037,0.906612552469596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0933874475304037,0.906612552469596
"1318",1.74218337936327,51.143172850061,0,0,33.3398252071347,1109.23844010008,0.00293421345520382,0.0117137470433131,39.6437116543083,0,"TRUE",0,0,0,0,0,0,0.628908310318366,0.371091689681634,0,0,0,0.628908310318366,0.371091689681634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"13191",4.10741354688071,58.3937292554158,0,0,26.3207247781102,1319.99544295412,0.000991762805029121,0.00997370642454315,43.3418741026978,0,"TRUE",0,0.821482709376141,0,0,0,0.178517290623859,0,0,0,0,0,1,0,0,0,0,0,0,0,0.821482709376141,0,0.178517290623859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821482709376141,0,0.178517290623859,0.821482709376141,0.178517290623859
"1320",1.12672422267497,41.953071757929,0,0,29.8099136659876,1025.34076459668,0,0.00350149792416853,54.1568244714299,0,"TRUE",0,0.0316810556687415,0,0,0,0,0.968318944331259,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.968318944331259,0,0.0316810556687415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316810556687415,0,0.968318944331259,1,0
"13211",4.14087715907954,37.2678944317158,0,0,55.21985949995,1193.76895620271,0.000954581010722545,0.0124949418923371,20.8756149497206,0,"TRUE",0,0,0,0,0,0.171824568184093,0,0.828175431815907,0,0,0,1,0,0,0,0,0,0,0,0,0,0.171824568184093,0.828175431815907,0,0,0,0,0,0,0,0,0,0,0.171824568184093,0.828175431815907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"13221",2.97199666779488,42.9719966677949,0,0,44.2969758415129,1058.6601062941,0,0.00588546914672353,39.6916435908922,0,"TRUE",0,0,0,0,0,0,0.507000833051279,0.492999166948721,0,0,0,1,0,0,0,0,0,0,0,0.507000833051279,0,0,0.492999166948721,0,0,0,0,0,0,0,0,0.507000833051279,0,0,0.492999166948721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.507000833051279,0.492999166948721
"13231",7.37651600129902,427.607411950303,3.68825800064951,311.196768804803,145.54348152387,5659.34399726193,0.00897542089877552,0.0219089650057416,0,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.077935499837622,0.922064500162378,0,0,0,0,0,0,0.077935499837622,0.922064500162378,0,0,0,0,0,0,0,0,0,0,0,0.077935499837622,0,0,0,0,0,0.922064500162378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1324",1.67924969131127,36.0478933734819,0,0,7.20125051448122,99.1174371108878,0.0132075030868873,0.0329838914264916,25.6524130606427,0,"TRUE",0,0,0,0,0,0,0,0.440250102896243,0,0.559749897103757,0.440250102896243,0.559749897103757,0,0,0,0,0,0,0.440250102896243,0.559749897103757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.440250102896243,0.559749897103757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.559749897103757,0.440250102896243
"1325",0.646197675028816,13.8717100906186,0,0,31.6764263496734,1067.01947415738,0,0.00881024301410102,62.4613862175343,0,"TRUE",0,0.784600774990395,0,0,0,0,0,0,0,0.215399225009605,0.784600774990395,0.215399225009605,0,0,0,0,0,0,0.784600774990395,0.215399225009605,0,0,0,0,0,0,0,0,0,0,0,0.215399225009605,0,0,0.784600774990395,0,0,0,0,0,0,0.784600774990395,0.215399225009605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784600774990395,0,0.215399225009605,1,0
"1326",0,0,0,0,37.5168727552518,1566.81718058552,0.0041197982316621,0.0252564938399539,18.9454733867449,0,"TRUE",0,0.258436377625912,0,0,0,0.741563622374088,0,0,0,0,0.258436377625912,0.741563622374088,0,0,0,0,0,0,0.258436377625912,0,0,0.741563622374088,0,0,0,0,0,0,0,0,0,0,0,0.741563622374088,0.258436377625912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258436377625912,0,0.741563622374088,0.258436377625912,0.741563622374088
"1327",6.68718423135579,375.058354696678,3.12478948757052,263.654113013763,134.463329304941,5595.25686442885,0.00619913943999869,0.0199589155977121,2.56068306225181,0,"TRUE",0,0,0,0,0,0,0,0.781197371892631,0,0.218802628107369,0,0.781197371892631,0,0.218802628107369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781197371892631,0,0.218802628107369,0,0.781197371892631,0,0,0,0,0,0,0,0,0,0,0.218802628107369,0,0,0,0,0,0,0,0,0,1,0.218802628107369,0.781197371892631
"13281",7.7565526291728,447.303101372533,3.83770175278187,323.80608539097,152.820820134133,6025.73978144855,0.00701306869976949,0.0198428067851823,0.474850755084042,0,"TRUE",0,0,0,0,0,0,0,0.959425438195467,0,0.040574561804533,0,0.959425438195467,0,0.040574561804533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959425438195467,0,0.040574561804533,0,0.959425438195467,0,0,0,0,0,0,0,0,0,0,0.040574561804533,0,0,0,0,0,0,0,0,0,1,0.040574561804533,0.959425438195467
"13291",7.58733277907595,411.238096137415,3.58733277907595,309.988851938397,151.635326127987,5638.35602781648,0.00643937379214838,0.0187923046643402,5.33005608545049,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.137555740308017,0,0,0,0,0,0.862444259691983,0,0,0.137555740308017,0.862444259691983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.137555740308017,0.862444259691983
"1330",5.36789947049692,95.2494102769424,1.18394973524846,137.561316578416,135.107325378107,3168.09439387084,0.0020043621561423,0.0122141855433486,36.9378359694345,0,"TRUE",0,0,0,0,0,0,0,1,0,0,0.0613165784161538,0.938683421583846,0,0,0,0,0,0,0.0613165784161538,0.938683421583846,0,0,0,0,0,0,0,0,0,0,0,0.938683421583846,0,0.0613165784161538,0,0,0,0,0,0,0.938683421583846,0,0.0613165784161538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.938683421583846,0.0613165784161538
"1331",3.61820168606937,67.2437277559191,0.618201686069369,0,13.6548236049712,376.925139012188,0.00650738629929898,0.0388522090032524,31.3012261781349,0,"TRUE",0,0,0,0,0,0,0.618201686069369,0,0,0.381798313930631,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.381798313930631,0.618201686069369
"13321",3.16884642932564,54.6626009058673,0.79221160733141,0,22.7401910680346,801.365662379998,0.00949344976925868,0.0456212473946997,18.1443584737161,0,"TRUE",0,0,0,0,0,0.20778839266859,0.79221160733141,0,0,0,0,1,0,0,0,0,0,0,0,0.79221160733141,0,0.20778839266859,0,0,0,0,0,0,0,0,0,0.79221160733141,0,0.20778839266859,0,0,0,0,0,0,0,0.20778839266859,0.79221160733141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1333",0.167542071547359,6.86922493344173,0,0,11.6859255740419,704.995818901807,0,0.0243622439025787,99.9225786484199,0,"TRUE",0,0.832457928452641,0,0,0,0,0.167542071547359,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.167542071547359,0,0.832457928452641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832457928452641,0,0.167542071547359,1,0
"13341",0.460709519218653,18.8890902879648,0,0,18.1356094228104,815.226779226214,0,0.0169969532601133,83.8267809011436,0,"TRUE",0,0.539290480781347,0,0,0,0,0.460709519218653,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.460709519218653,0,0.539290480781347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539290480781347,0,0.460709519218653,1,0
"13351",0,0,0,0,11.9981363955885,719.540296553853,0.000594868380047506,0.025778577688619,38.1144432309797,0,"TRUE",0,0.892923700157553,0,0,0,0.107076299842447,0,0,0,0,0,1,0,0,0,0,0,0,0,0.892923700157553,0,0.107076299842447,0,0,0,0,0,0,0,0,0,0,0,0.107076299842447,0,0,0,0,0,0.892923700157553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.892923700157553,0.107076299842447
"1336",0,0,0,0,31.6944199092686,1447.37812764794,0.00450286145333774,0.0308934506860682,9.81242260733619,0,"TRUE",0,0.189485003240407,0,0,0,0.810514996759593,0,0,0,0,0,1,0,0,0,0,0,0,0,0.189485003240407,0,0.810514996759593,0,0,0,0,0,0,0,0,0,0,0,0.810514996759593,0,0,0,0,0,0.189485003240407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.189485003240407,0.810514996759593
"13371",11.5253273763228,459.704852517791,0,0,32.9010714134201,2094.59130743712,0,0.014185767896626,38.9568229266645,0,"TRUE",0,0,0,0,0,0,0,0,0,1,0,0.224970238516107,0.775029761483893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.224970238516107,0,0.775029761483893,0,0,0,0,0,0,0,0,0.224970238516107,0.775029761483893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1338",12.6412402617279,449.278091040618,1.81167965102941,62.7294079168933,202.239488941617,6878.89560007999,0.00315217358213987,0.0109250266195891,24.397770657162,0,"TRUE",0,0,0,0,0,0,0,0.452919912757352,0,0.547080087242648,0.452919912757352,0,0.547080087242648,0,0,0,0,0,0.452919912757352,0.547080087242648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.452919912757352,0.547080087242648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.547080087242648,0.452919912757352
"13391",0,0,0,0,29.6440652273595,1307.99742598533,0.00438794721252139,0.0395001135079213,7.37221101720453,0,"TRUE",0,0,0,0,0,0.789830435067415,0,0,0.210169564932585,0,0,0.789830435067415,0.210169564932585,0,0,0,0,0,0,0.210169564932585,0,0.789830435067415,0,0,0,0,0,0,0,0,0,0,0,0.789830435067415,0,0,0,0.210169564932585,0,0,0,0.789830435067415,0,0.210169564932585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.210169564932585,0.789830435067415
"1340",4.39137345924973,118.99904384418,1.59686307609081,55.2913840096444,159.690228763968,4795.12004173959,0.00277841041041001,0.0439662451637473,19.8135848510791,0,"TRUE",0,0,0,0,0,0,0,0.399215769022703,0.600784230977297,0,0.399215769022703,0,0.600784230977297,0,0,0,0,0,0.399215769022703,0.600784230977297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399215769022703,0,0,0,0.600784230977297,0,0,0,0,0.399215769022703,0.600784230977297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.600784230977297,0.399215769022703
"13411",2.19553204928525,59.8296297762427,0.797021366190165,217.786088311463,32.7895747816656,1530.68399380182,0,0.00406665459121503,38.4070115281713,0,"TRUE",0,0,0,0,0,0,0.601489316904917,0.398510683095083,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.601489316904917,0,0,0,0,0,0,0,0.398510683095083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398510683095083,0,0.601489316904917,1,0
"13421",0.129419564269483,2.85531913669547,0.0647097821347415,17.6819479683181,37,1664.82418536833,0.00537580659080132,0.0313888839358181,2.58843032107071,0,"TRUE",0,0,0,0,0,0.967645108932629,0,0.0323548910673708,0,0,0,1,0,0,0,0,0,0,0,0.0323548910673708,0,0.967645108932629,0,0,0,0,0,0,0,0,0,0,0,0.967645108932629,0,0,0,0,0,0.0323548910673708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323548910673708,0,0.967645108932629,0.0323548910673708,0.967645108932629
"1343",0.151693820022047,6.21944662090391,0,0,35.0898370798677,839.926394358018,0,0.00698636766287901,53.2708160178669,0,"TRUE",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.151693820022047,0,0,0,0,0.848306179977953,0,0,0,0,0.151693820022047,0,0.848306179977953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1344",3.40698190778494,197.498482466908,1.70349095389247,143.732049234677,87.5306013552472,3071.87723098428,0.0030655869892063,0.0128135566256694,30.4869777680595,0,"TRUE",0,0,0,0,0,0,0.574127261526883,0.425872738473117,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574127261526883,0.425872738473117,0,0,0,0.425872738473117,0,0.574127261526883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.574127261526883,0.425872738473117
"13451",2.62376057077199,33.8554534886032,0,0,71.4058945546858,1165.45099143481,0,0.00566029579787241,10.1994876615588,0,"TRUE",0,0,0,0,0,0,0.188119714614004,0,0,0.811880285385996,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.188119714614004,0.811880285385996,0,0,0,0,0,0,0,0.811880285385996,0.188119714614004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.188119714614004,0.811880285385996
"13461",2.01189003232867,36.5476838577539,0,0,55.803195824381,1109.88804752103,0,0.00482675557702076,26.7867071885744,0,"TRUE",0,0,0,0,0,0,0.494054983835667,0,0,0.505945016164333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.494054983835667,0.505945016164333,0,0,0,0,0,0,0,0.505945016164333,0.494054983835667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.494054983835667,0.505945016164333
"1347",1.35070572467521,85.7149798960891,0,0,26.3175898909103,908.667490332504,0,0.00381779357974679,49.6905044207257,0,"TRUE",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.824647137662396,0,0,0,0,0,0,0.175352862337604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175352862337604,0,0.824647137662396,0.824647137662396,0.175352862337604
"13481",3,127.870806407463,0,0,6.09621427301317,142.451398897544,0,0.0176546627118142,41.0515902632009,0,"TRUE",0,0,0,0,0,0,0.274053568253294,0,0,0.725946431746706,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.725946431746706,0,0,0,0,0,0,0.274053568253294,0,0,0.274053568253294,0.725946431746706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274053568253294,0,0.725946431746706,0.725946431746706,0.274053568253294
"1349",2.62001005373895,150.432243907928,0,0,33.0699849193916,1894.09841476629,0.00373610442823628,0.024431546719314,28.0634414294986,0,"TRUE",0,0,0,0,0,0.672498743282631,0,0.327501256717369,0,0,0,0.672498743282631,0.327501256717369,0,0,0,0,0,0,0.327501256717369,0,0.672498743282631,0,0,0,0,0,0,0,0,0,0,0,0.672498743282631,0,0,0,0.327501256717369,0,0,0,0.672498743282631,0,0,0,0,0,0.327501256717369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1350",4.04747499921359,147.136558597568,0,0,9.18989999685436,542.025684273197,0,0.0193125692011295,53.237527229618,0,"TRUE",0,0,0,0,0,0,0,0.209494999842718,0,0.790505000157282,0,0.790505000157282,0.209494999842718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.790505000157282,0,0,0,0,0,0.209494999842718,0,0,0,0,0.790505000157282,0,0,0,0,0.209494999842718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.790505000157282,0.209494999842718
"13511",0,0,0,0,34.0367197473533,1520.15827367801,0.00480725284603306,0.0310328172759439,6.09907411543972,0,"TRUE",0,0,0,0,0,0.865305443061516,0.134694556938484,0,0,0,0,0.865305443061516,0.134694556938484,0,0,0,0,0,0,0.134694556938484,0,0.865305443061516,0,0,0,0,0,0,0,0,0,0,0,0.865305443061516,0,0,0,0,0.134694556938484,0,0,0.865305443061516,0,0.134694556938484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.134694556938484,0.865305443061516
"13521",0.966961683705449,56.0535601023003,0.483480841852725,40.7936960313236,32.1635698857717,1380.36023594261,0.000870067771670586,0.0226828197561445,27.4464320293395,0,"TRUE",0,0,0,0,0,0,0.879129789536819,0.120870210463181,0,0,0,0.120870210463181,0.879129789536819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120870210463181,0.879129789536819,0,0,0.120870210463181,0,0.879129789536819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.879129789536819,0.120870210463181
"1353",8.20732575049624,519.926639846097,3.58534849900752,302.51377960376,144.456792094978,5707.80459128812,0.00690286903491598,0.0192645122440716,1.1858423338847,0,"TRUE",0,0,0.103662875248119,0,0,0,0,0.896337124751881,0,0,0,1,0,0,0,0,0,0,0,0.896337124751881,0,0,0,0.103662875248119,0,0,0,0,0,0,0,0.103662875248119,0,0,0,0,0,0.896337124751881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.103662875248119,0.896337124751881
"1354",2.88037473103032,289.669685546628,0,0,36.711962526897,1778.21002138341,0.00520768450260928,0.0271503712408874,4.85326487931605,0,"TRUE",0,0,0.288037473103032,0,0,0.711962526896968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.711962526896968,0,0.288037473103032,0,0,0,0,0,0,0,0.288037473103032,0,0.711962526896968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.288037473103032,0.711962526896968
"13551",0,0,0,0,80.1638213456608,4792.59162676462,0.010636043121372,0.0293903063974327,0.587473516795672,0,"TRUE",0,0,0,0,0,0.268409807700664,0,0.731590192299336,0,0,0,1,0,0,0,0,0,0,0,0.731590192299336,0,0.268409807700664,0,0,0,0,0,0,0,0,0,0.731590192299336,0,0.268409807700664,0,0,0,0,0,0,0.731590192299336,0.268409807700664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1356",0.185225336113945,7.59423878067173,0,0,83.7751278164797,5034.81565189117,0.0101846832985757,0.0237239899529603,10.0425600484173,0,"TRUE",0,0,0,0,0,0,0.185225336113945,0.814774663886055,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.814774663886055,0.185225336113945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.185225336113945,0.814774663886055
"13571",3.15516391978599,74.4017184935044,0.0664988227654248,1.88723659008275,5.99748234148137,80.8003336072807,8.06046417155238e-05,0.021992946605216,45.0812895747479,0,"TRUE",0.0221662742551416,0,0,0,0,0,0,0,0,0.977833725744858,0,0.977833725744858,0.0221662742551416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.977833725744858,0,0,0.0221662742551416,0,0,0,0,0,0,0,0.977833725744858,0.0221662742551416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.977833725744858,0.0221662742551416
"13581",3.31644472433254,171.00031190183,0.994933417299762,28.2362103829673,41.3113781416323,1615.30691894203,0.00491906658166188,0.0255081973515506,5.48431949801443,0,"TRUE",0.331644472433254,0,0,0,0,0.668355527566746,0,0,0,0,0,0.668355527566746,0.331644472433254,0,0,0,0,0,0,0.331644472433254,0,0.668355527566746,0,0,0,0,0,0,0,0,0,0,0,0.668355527566746,0.331644472433254,0,0,0,0,0,0,0.668355527566746,0,0.331644472433254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1359",0.943870140705258,38.6986757689156,0,0,31.5716360602528,1082.92587597635,0.000225809806514296,0.00410957605543567,51.1748163874813,0,"TRUE",0,0,0,0,0,0,0.943870140705258,0.0561298592947423,0,0,0.0561298592947423,0.943870140705258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0561298592947423,0.943870140705258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.943870140705258,0.0561298592947423
"13601",0,0,0,0,52.7023253000807,2040.68402055354,0.0044096100200872,0.0195289119443425,0.552148510635768,0,"TRUE",0,0,0,0,0,0.252270223805681,0,0.747729776194319,0,0,0.747729776194319,0.252270223805681,0,0,0,0,0,0,0,0.747729776194319,0,0.252270223805681,0,0,0,0,0,0,0,0,0,0.747729776194319,0,0.252270223805681,0,0,0,0,0,0,0.747729776194319,0.252270223805681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1361",0.0686558929737657,2.81489161192439,0,0,19.7552148227114,462.546374569554,0.0637235445080796,0.0721299733574822,9.89249563099433,0.558806464215741,"TRUE",0,0,0,0,0,0,1,0,0,0,0,0.0686558929737657,0.931344107026234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0686558929737657,0.931344107026234,0,0,0,0,0,0,0,0,0.0686558929737657,0,0,0,0,0,0,0,0,0,0,0.931344107026234,0,0,0,0,0,0,0,0,0,1,1,0
"1362",0,0,0,0,25.796787314117,882.964229727019,0.0446830856385968,0.0602305646355522,4.94983048114429,0.373440422862768,"TRUE",0,0,0,0,0,0.37759929522872,0.62240070477128,0,0,0,0,0.37759929522872,0.62240070477128,0,0,0,0,0,0,0.62240070477128,0,0.37759929522872,0,0,0,0,0,0,0,0,0,0,0.62240070477128,0.37759929522872,0,0,0,0,0,0,0,0.37759929522872,0,0,0,0,0,0,0,0,0,0,0.62240070477128,0,0,0,0,0,0,0,0,0,1,0.62240070477128,0.37759929522872
